url_path,views_total,views_unique
/xbase-lab/xbase,447,199
/xbase-lab/xbase/pulls,47,7
/xbase-lab/xbase/issues,42,18
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,34,29
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/commits/master,26,4
/xbase-lab/xbase/pull/119,15,3
/xbase-lab/xbase/search,13,2
/xbase-lab/xbase/pull/115,12,4
/xbase-lab/xbase/pulse,12,1
