url_path,views_total,views_unique
/xbase-lab/xbase,578,288
/xbase-lab/xbase/pull/103,60,9
/xbase-lab/xbase/issues,53,15
/xbase-lab/xbase/pulls,52,10
/xbase-lab/xbase/graphs/traffic,36,1
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,25,22
/xbase-lab/xbase/pulse,25,1
/xbase-lab/xbase/pull/114,24,4
/xbase-lab/xbase/stargazers,21,3
/xbase-lab/xbase/commits/master,19,5
