url_path,views_total,views_unique
/xbase-lab/xbase,592,291
/xbase-lab/xbase/pull/103,60,9
/xbase-lab/xbase/issues,57,16
/xbase-lab/xbase/pulls,50,11
/xbase-lab/xbase/graphs/traffic,48,1
/xbase-lab/xbase/pulse,30,1
/xbase-lab/xbase/stargazers,23,3
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,21,19
/xbase-lab/xbase/commits/master,16,5
/xbase-lab/xbase/pull/114,13,4
