url_path,views_total,views_unique
/xbase-lab/xbase,644,313
/xbase-lab/xbase/issues,77,20
/xbase-lab/xbase/pulls,61,9
/xbase-lab/xbase/pull/103,59,8
/xbase-lab/xbase/graphs/traffic,51,1
/xbase-lab/xbase/pull/101,50,5
/xbase-lab/xbase/pulse,33,1
/xbase-lab/xbase/stargazers,22,3
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,20,18
/xbase-lab/xbase/commits/master,18,5
