url_path,views_total,views_unique
/xbase-lab/xbase,345,98
/xbase-lab/xbase/issues,237,19
/xbase-lab/xbase/pulls,60,9
/xbase-lab/xbase/pull/119,37,5
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,23,19
/xbase-lab/xbase/commits/master,23,5
/xbase-lab/xbase/pull/101,23,3
/xbase-lab/xbase/issues/111,17,5
/xbase-lab/xbase/search,17,5
