url_path,views_total,views_unique
/xbase-lab/xbase,332,116
/xbase-lab/xbase/issues,213,14
/xbase-lab/xbase/pulls,50,8
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/pull/119,30,4
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,28,24
/xbase-lab/xbase/pull/101,23,3
/xbase-lab/xbase/commits/master,20,4
/xbase-lab/xbase/issues/111,16,4
/xbase-lab/xbase/search,15,3
