url_path,views_total,views_unique
/xbase-lab/xbase,338,105
/xbase-lab/xbase/issues,221,16
/xbase-lab/xbase/pulls,59,8
/xbase-lab/xbase/pull/119,37,5
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,25,21
/xbase-lab/xbase/commits/master,25,4
/xbase-lab/xbase/pull/101,23,3
/xbase-lab/xbase/issues/111,16,4
/xbase-lab/xbase/search,16,4
