url_path,views_total,views_unique
/xbase-lab/xbase,478,222
/xbase-lab/xbase/pulls,56,9
/xbase-lab/xbase/pull/103,36,8
/xbase-lab/xbase/issues,35,14
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,28,24
/xbase-lab/xbase/commits/master,26,5
/xbase-lab/xbase/graphs/traffic,19,1
/xbase-lab/xbase/pulse,14,1
/xbase-lab/xbase/pull/115,12,4
