url_path,views_total,views_unique
/xbase-lab/xbase,672,343
/tami5/xbase,231,169
/xbase-lab/xbase/issues,77,22
/xbase-lab/xbase/pull/103,58,8
/xbase-lab/xbase/pulls,56,9
/tami5/xbase/releases/tag/v0.2.0,51,35
/xbase-lab/xbase/graphs/traffic,51,1
/xbase-lab/xbase/pull/101,50,5
/tami5/xbase/issues,46,11
/xbase-lab/xbase/releases/tag/v0.2.0,33,25
