url_path,views_total,views_unique
/xbase-lab/xbase,306,58
/xbase-lab/xbase/issues,255,18
/xbase-lab/xbase/pulls,45,10
/xbase-lab/xbase/pull/119,37,5
/xbase-lab/xbase/search,27,6
/xbase-lab/xbase/pull/101,19,1
/xbase-lab/xbase/issues/111,16,6
/xbase-lab/xbase/commits/master,15,5
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,12,11
/xbase-lab/xbase/tree/master/src,10,4
