url_path,views_total,views_unique
/xbase-lab/xbase,420,155
/xbase-lab/xbase/issues,220,19
/xbase-lab/xbase/pulls,53,10
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,39,33
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/pull/101,26,4
/xbase-lab/xbase/pull/119,26,3
/xbase-lab/xbase/commits/master,25,5
/xbase-lab/xbase/issues/111,16,4
/xbase-lab/xbase/search,15,3
