url_path,views_total,views_unique
/xbase-lab/xbase,464,209
/xbase-lab/xbase/pulls,60,10
/xbase-lab/xbase/issues,39,16
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,31,27
/xbase-lab/xbase/pull/103,29,8
/xbase-lab/xbase/commits/master,26,4
/xbase-lab/xbase/graphs/traffic,15,1
/xbase-lab/xbase/pulse,14,1
/xbase-lab/xbase/pull/115,12,4
