url_path,views_total,views_unique
/xbase-lab/xbase,457,204
/xbase-lab/xbase/pulls,58,8
/xbase-lab/xbase/issues,41,16
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,32,27
/xbase-lab/xbase/pull/114,32,5
/xbase-lab/xbase/pull/103,25,7
/xbase-lab/xbase/commits/master,25,4
/xbase-lab/xbase/graphs/traffic,15,1
/xbase-lab/xbase/pulse,14,1
/xbase-lab/xbase/pull/119,13,3
