url_path,views_total,views_unique
/xbase-lab/xbase,356,83
/xbase-lab/xbase/issues,249,20
/xbase-lab/xbase/pulls,52,9
/xbase-lab/xbase/pull/119,37,5
/xbase-lab/xbase/commits/master,25,5
/xbase-lab/xbase/search,22,6
/xbase-lab/xbase/pull/101,20,2
/xbase-lab/xbase/blob/master/.github/media/statusline_watch.gif,19,16
/xbase-lab/xbase/pull/114,19,5
/xbase-lab/xbase/tree/master/lua/xbase,14,7
